filename,confidence_score,ptm,iptm,ligand_iptm,protein_iptm,complex_plddt,complex_iplddt,complex_pde,complex_ipde,chains_ptm_0,chains_ptm_1,pair_chains_iptm_0_0,pair_chains_iptm_0_1,pair_chains_iptm_1_0,pair_chains_iptm_1_1
confidence_1KNE_model_47,0.903762936592102,0.9522172212600708,0.9283422231674194,0.0,0.9283422231674194,0.8976180553436279,0.880123496055603,0.2941606342792511,0.42500725388526917,0.9582300186157227,0.9229540228843689,0.9582300186157227,0.9100283980369568,0.9283422231674194,0.9229540228843689
confidence_1KNE_model_11,0.9111650586128235,0.9596287608146667,0.9471790194511414,0.0,0.9471790194511414,0.9021615982055664,0.8952100276947021,0.27739009261131287,0.3515426516532898,0.9628649950027466,0.9431900382041931,0.9628649950027466,0.9205980896949768,0.9471790194511414,0.9431900382041931
confidence_1KNE_model_49,0.8939523100852966,0.9394298791885376,0.9022760987281799,0.0,0.9022760987281799,0.8918713331222534,0.8723793625831604,0.3133311867713928,0.4960644543170929,0.9529860615730286,0.8951738476753235,0.9529860615730286,0.9022760987281799,0.8883325457572937,0.8951738476753235
confidence_1KNE_model_9,0.9118692278862,0.9571316838264465,0.946394681930542,0.0,0.946394681930542,0.9032378196716309,0.8897186517715454,0.27986881136894226,0.3540780246257782,0.9598302245140076,0.9401248693466187,0.9598302245140076,0.9128857851028442,0.946394681930542,0.9401248693466187
confidence_1KNE_model_2,0.9133936166763306,0.960858941078186,0.9510058164596558,0.0,0.9510058164596558,0.9039905667304993,0.8948109745979309,0.27387481927871704,0.3268526494503021,0.9632843136787415,0.9458230137825012,0.9632843136787415,0.9197227954864502,0.9510058164596558,0.9458230137825012
confidence_1KNE_model_15,0.9105356335639954,0.9631243348121643,0.9523192048072815,0.0,0.9523192048072815,0.900089681148529,0.8883576393127441,0.2720203101634979,0.32654786109924316,0.9661040902137756,0.9454671740531921,0.9661040902137756,0.9218429327011108,0.9523192048072815,0.9454671740531921
confidence_1KNE_model_26,0.9090476036071777,0.9588254690170288,0.9446731209754944,0.0,0.9446731209754944,0.9001412391662598,0.887665331363678,0.2780604958534241,0.35631731152534485,0.9625336527824402,0.9409894347190857,0.9625336527824402,0.9177364706993103,0.9446731209754944,0.9409894347190857
confidence_1KNE_model_0,0.9158997535705566,0.9658389687538147,0.9575454592704773,0.0,0.9575454592704773,0.9054883718490601,0.8942446708679199,0.2692378759384155,0.31806716322898865,0.9678802490234375,0.9525617957115173,0.9678802490234375,0.9262086749076843,0.9575454592704773,0.9525617957115173
confidence_1KNE_model_10,0.9115768671035767,0.9660207629203796,0.9560418128967285,0.0,0.9560418128967285,0.9004605412483215,0.8889260292053223,0.2667931318283081,0.30864694714546204,0.9688882827758789,0.9523480534553528,0.9688882827758789,0.9294430017471313,0.9560418128967285,0.9523480534553528
confidence_1KNE_model_39,0.9069747924804688,0.9488456845283508,0.9273636937141418,0.0,0.9273636937141418,0.9018775224685669,0.8885736465454102,0.2980724573135376,0.4360598027706146,0.9543625712394714,0.9238193035125732,0.9543625712394714,0.9042243361473083,0.9273636937141418,0.9238193035125732
confidence_1KNE_model_43,0.9059367179870605,0.9581827521324158,0.9394953846931458,0.0,0.9394953846931458,0.8975470066070557,0.8864054083824158,0.28261852264404297,0.3789440095424652,0.9631226658821106,0.9366118907928467,0.9631226658821106,0.9210362434387207,0.9394953846931458,0.9366118907928467
confidence_1KNE_model_18,0.9104012846946716,0.9503542184829712,0.9349338412284851,0.0,0.9349338412284851,0.9042681455612183,0.8944377303123474,0.29093948006629944,0.3949703276157379,0.9541821479797363,0.9290933609008789,0.9541821479797363,0.9027477502822876,0.9349338412284851,0.9290933609008789
confidence_1KNE_model_23,0.9096395373344421,0.9680362343788147,0.9587740898132324,0.0,0.9587740898132324,0.8973559141159058,0.8845034837722778,0.26505160331726074,0.30149784684181213,0.9706403613090515,0.9543498754501343,0.9706403613090515,0.9314375519752502,0.9587740898132324,0.9543498754501343
confidence_1KNE_model_32,0.9084925055503845,0.9571536779403687,0.943518340587616,0.0,0.943518340587616,0.8997359871864319,0.8885580897331238,0.27896127104759216,0.3558115065097809,0.9605099558830261,0.9390472769737244,0.9605099558830261,0.9133643507957458,0.943518340587616,0.9390472769737244
confidence_1KNE_model_40,0.9068343043327332,0.9467146992683411,0.9277759194374084,0.0,0.9277759194374084,0.9015988707542419,0.8813919425010681,0.30482152104377747,0.44823747873306274,0.9513763785362244,0.922760546207428,0.9513763785362244,0.900805652141571,0.9277759194374084,0.922760546207428
confidence_1KNE_model_14,0.9106572270393372,0.9540655612945557,0.941347062587738,0.0,0.941347062587738,0.9029847979545593,0.8904516696929932,0.2849526107311249,0.373057097196579,0.9571961760520935,0.9351786375045776,0.9571961760520935,0.9101940989494324,0.941347062587738,0.9351786375045776
confidence_1KNE_model_12,0.9111286401748657,0.9643056392669678,0.9518854022026062,0.0,0.9518854022026062,0.9009394645690918,0.8914121985435486,0.27194276452064514,0.3289117217063904,0.967469334602356,0.9464077353477478,0.967469334602356,0.9264428019523621,0.9518854022026062,0.9464077353477478
confidence_1KNE_model_16,0.9105122685432434,0.9624117612838745,0.9495519399642944,0.0,0.9495519399642944,0.9007523059844971,0.8934856653213501,0.2724827527999878,0.3286597430706024,0.9655770659446716,0.9435551762580872,0.9655770659446716,0.9235220551490784,0.9495519399642944,0.9435551762580872
confidence_1KNE_model_37,0.9074663519859314,0.9620572328567505,0.9493058323860168,0.0,0.9493058323860168,0.8970063924789429,0.878222644329071,0.27500829100608826,0.3411429226398468,0.965195894241333,0.9450567364692688,0.965195894241333,0.9217745065689087,0.9493058323860168,0.9450567364692688
confidence_1KNE_model_45,0.9054405093193054,0.9578502178192139,0.9382522106170654,0.0,0.9382522106170654,0.8972375392913818,0.8948974013328552,0.2862562835216522,0.3909008800983429,0.9627203345298767,0.9339263439178467,0.9627203345298767,0.9179289937019348,0.9382522106170654,0.9339263439178467
confidence_1KNE_model_48,0.9020252227783203,0.947586715221405,0.9285575747489929,0.0,0.9285575747489929,0.895392119884491,0.8652291893959045,0.30335986614227295,0.4444984197616577,0.9524984359741211,0.9220593571662903,0.9524984359741211,0.9015349745750427,0.9285575747489929,0.9220593571662903
confidence_1KNE_model_33,0.9083485007286072,0.9626340270042419,0.9460209012031555,0.0,0.9460209012031555,0.8989303112030029,0.8866347074508667,0.2739669978618622,0.3408574163913727,0.967207133769989,0.9412948489189148,0.967207133769989,0.9248864054679871,0.9460209012031555,0.9412948489189148
confidence_1KNE_model_24,0.9092570543289185,0.959721028804779,0.9460829496383667,0.0,0.9460829496383667,0.9000505805015564,0.8876372575759888,0.2774110436439514,0.35076192021369934,0.9632970094680786,0.9437007904052734,0.9632970094680786,0.9204241633415222,0.9460829496383667,0.9437007904052734
confidence_1KNE_model_36,0.9079605340957642,0.9552273154258728,0.9384956359863281,0.0,0.9384956359863281,0.900326669216156,0.8894309401512146,0.28557002544403076,0.3858206868171692,0.9597958922386169,0.9333809614181519,0.9597958922386169,0.9140560626983643,0.9384956359863281,0.9333809614181519
confidence_1KNE_model_28,0.9088106155395508,0.9644548296928406,0.9487351179122925,0.0,0.9487351179122925,0.8988295197486877,0.8764679431915283,0.2706981897354126,0.32981592416763306,0.9683241844177246,0.9466480612754822,0.9683241844177246,0.9301503300666809,0.9487351179122925,0.9466480612754822
confidence_1KNE_model_22,0.9101452231407166,0.9615678191184998,0.9454774260520935,0.0,0.9454774260520935,0.9013121724128723,0.8934497237205505,0.2807333171367645,0.3715772032737732,0.9656130075454712,0.9412201642990112,0.9656130075454712,0.9216657876968384,0.9454774260520935,0.9412201642990112
confidence_1KNE_model_31,0.9085082411766052,0.9629102945327759,0.9496138691902161,0.0,0.9496138691902161,0.8982318043708801,0.880239725112915,0.27156388759613037,0.32728075981140137,0.9661832451820374,0.9451648592948914,0.9661832451820374,0.9230502843856812,0.9496138691902161,0.9451648592948914
confidence_1KNE_model_19,0.9102265238761902,0.9632642865180969,0.9464587569236755,0.0,0.9464587569236755,0.9011685252189636,0.8817664384841919,0.2706923186779022,0.32672402262687683,0.9681557416915894,0.9507665634155273,0.9681557416915894,0.9265363216400146,0.9464587569236755,0.9507665634155273
confidence_1KNE_model_13,0.9108242392539978,0.9637290835380554,0.9489509463310242,0.0,0.9489509463310242,0.9012925624847412,0.8932598233222961,0.2712753117084503,0.33373770117759705,0.967460036277771,0.9440888166427612,0.967460036277771,0.924748420715332,0.9489509463310242,0.9440888166427612
confidence_1KNE_model_41,0.9065481424331665,0.9531876444816589,0.9389462471008301,0.0,0.9389462471008301,0.8984485864639282,0.8804668188095093,0.2866608202457428,0.3814273774623871,0.9566931128501892,0.9329288005828857,0.9566931128501892,0.908333420753479,0.9389462471008301,0.9329288005828857
confidence_1KNE_model_5,0.912606418132782,0.9649542570114136,0.9566395282745361,0.0,0.9566395282745361,0.9015981554985046,0.8875312209129333,0.2681855857372284,0.3123023211956024,0.9673707485198975,0.9513610601425171,0.9673707485198975,0.9268845915794373,0.9566395282745361,0.9513610601425171
confidence_1KNE_model_27,0.9090370535850525,0.9709799289703369,0.9637187719345093,0.0,0.9637187719345093,0.8953665494918823,0.8797426819801331,0.2610190212726593,0.28566810488700867,0.9731998443603516,0.961804986000061,0.9731998443603516,0.936892032623291,0.9637187719345093,0.961804986000061
confidence_1KNE_model_29,0.9086984992027283,0.9579502940177917,0.9428114295005798,0.0,0.9428114295005798,0.9001702070236206,0.8814476728439331,0.2820248603820801,0.36994650959968567,0.9616764783859253,0.9367573857307434,0.9616764783859253,0.9163500666618347,0.9428114295005798,0.9367573857307434
confidence_1KNE_model_44,0.9054446220397949,0.9511546492576599,0.9282729625701904,0.0,0.9282729625701904,0.899737536907196,0.894614040851593,0.2956399619579315,0.4284195005893707,0.9571152329444885,0.9255331158638,0.9571152329444885,0.9101471304893494,0.9282729625701904,0.9255331158638
confidence_1KNE_model_38,0.9070784449577332,0.9535483717918396,0.9345336556434631,0.0,0.9345336556434631,0.9002146124839783,0.8752841949462891,0.28956079483032227,0.4043540954589844,0.9585412740707397,0.9308604598045349,0.9585412740707397,0.9115892052650452,0.9345336556434631,0.9308604598045349
confidence_1KNE_model_6,0.9123167395591736,0.9647412896156311,0.9540929794311523,0.0,0.9540929794311523,0.9018726348876953,0.888114333152771,0.2696124017238617,0.320221483707428,0.9676104187965393,0.9494960904121399,0.9676104187965393,0.9256747961044312,0.9540929794311523,0.9494960904121399
confidence_1KNE_model_8,0.9121066331863403,0.9609675407409668,0.9475710988044739,0.0,0.9475710988044739,0.903240442276001,0.8904128670692444,0.27266791462898254,0.33150291442871094,0.9646047949790955,0.9425011277198792,0.9646047949790955,0.9201072454452515,0.9475710988044739,0.9425011277198792
confidence_1KNE_model_35,0.9079610109329224,0.9563136100769043,0.9428019523620605,0.0,0.9428019523620605,0.8992507457733154,0.8884881734848022,0.2831709086894989,0.3666669726371765,0.9596393704414368,0.9352545142173767,0.9596393704414368,0.9125092625617981,0.9428019523620605,0.9352545142173767
confidence_1KNE_model_3,0.9128905534744263,0.9632982611656189,0.9531301856040955,0.0,0.9531301856040955,0.9028306007385254,0.8872957825660706,0.2733212411403656,0.33281663060188293,0.9658010601997375,0.9489802718162537,0.9658010601997375,0.9233801960945129,0.9531301856040955,0.9489802718162537
confidence_1LFD_model_39,0.8335296511650085,0.8288252353668213,0.6242412328720093,0.0,0.6242412328720093,0.8858518004417419,0.7998524308204651,0.5392926335334778,4.348939895629883,0.9568412899971008,0.9503591656684875,0.9568412899971008,0.6242412328720093,0.5717803239822388,0.9503591656684875
confidence_1LFD_model_1,0.8805317282676697,0.9007093906402588,0.8024013638496399,0.0,0.8024013638496399,0.90006422996521,0.8455418944358826,0.4286562502384186,1.8777328729629517,0.9616270065307617,0.9581893682479858,0.9616270065307617,0.8024013638496399,0.7725579738616943,0.9581893682479858
confidence_1LFD_model_28,0.8446246385574341,0.8328710794448853,0.6439921259880066,0.0,0.6439921259880066,0.8947827816009521,0.8322821855545044,0.5487820506095886,4.268554210662842,0.9559405446052551,0.9471920132637024,0.9559405446052551,0.6439921259880066,0.5935400128364563,0.9471920132637024
confidence_1LFD_model_2,0.8710237741470337,0.8736960291862488,0.7323799133300781,0.0,0.7323799133300781,0.905684769153595,0.8586533665657043,0.4971729516983032,3.57270884513855,0.9582990407943726,0.9554183483123779,0.9582990407943726,0.7323799133300781,0.6938639283180237,0.9554183483123779
confidence_1LFD_model_43,0.8289142847061157,0.8352274298667908,0.6311959624290466,0.0,0.6311959624290466,0.8783438205718994,0.7787826657295227,0.5420349836349487,4.158656120300293,0.9549949765205383,0.950678288936615,0.9549949765205383,0.6311959624290466,0.5994026064872742,0.950678288936615
confidence_1LFD_model_33,0.8390510678291321,0.8311567902565002,0.6269080638885498,0.0,0.6269080638885498,0.8920868039131165,0.8123602867126465,0.5385401844978333,4.380732536315918,0.9570277333259583,0.9511635899543762,0.9570277333259583,0.6269080638885498,0.5756940245628357,0.9511635899543762
confidence_1LFD_model_44,0.8269639015197754,0.8204138278961182,0.6083188056945801,0.0,0.6083188056945801,0.8816251754760742,0.8146885633468628,0.5786430239677429,4.806280612945557,0.9516721963882446,0.9463365077972412,0.9516721963882446,0.6083188056945801,0.5417323708534241,0.9463365077972412
confidence_1LFD_model_3,0.8690465092658997,0.8925113677978516,0.7833051681518555,0.0,0.7833051681518555,0.8904818296432495,0.8416303396224976,0.4666350781917572,2.3766930103302,0.9542838335037231,0.9549618363380432,0.9542838335037231,0.7833051681518555,0.7598565220832825,0.9549618363380432
confidence_1LFD_model_5,0.865513801574707,0.876736581325531,0.7465711236000061,0.0,0.7465711236000061,0.8952494263648987,0.8526676893234253,0.513167142868042,3.663327693939209,0.9621820449829102,0.9507848024368286,0.9621820449829102,0.7465711236000061,0.7154483795166016,0.9507848024368286
confidence_1LFD_model_21,0.8504641652107239,0.862661600112915,0.7118629813194275,0.0,0.7118629813194275,0.8851144313812256,0.8031036257743835,0.4883091151714325,3.097958564758301,0.9578163027763367,0.9539163708686829,0.9578163027763367,0.7118629813194275,0.6528820395469666,0.9539163708686829
confidence_1LFD_model_10,0.8606809973716736,0.8658276796340942,0.7173643708229065,0.0,0.7173643708229065,0.8965100646018982,0.8365216255187988,0.4967688024044037,3.2763845920562744,0.9561986327171326,0.954149603843689,0.9561986327171326,0.7173643708229065,0.6757681369781494,0.954149603843689
confidence_1LFD_model_36,0.8363026976585388,0.8144574761390686,0.5939129590988159,0.0,0.5939129590988159,0.8969001173973083,0.8243008852005005,0.5820357203483582,4.824884414672852,0.9563707709312439,0.94454425573349,0.9563707709312439,0.5939129590988159,0.5432780385017395,0.94454425573349
confidence_1LFD_model_40,0.8313338160514832,0.8205294609069824,0.6094732880592346,0.0,0.6094732880592346,0.8867989778518677,0.7920736074447632,0.5832329392433167,4.38658332824707,0.9504699110984802,0.945264995098114,0.9504699110984802,0.6094732880592346,0.565552294254303,0.945264995098114
confidence_1LFD_model_19,0.8514665961265564,0.841241717338562,0.6671856045722961,0.0,0.6671856045722961,0.8975367546081543,0.8308200240135193,0.51397305727005,3.431986093521118,0.957658052444458,0.9479901194572449,0.957658052444458,0.6671856045722961,0.6298119425773621,0.9479901194572449
confidence_1LFD_model_22,0.8494707942008972,0.854089081287384,0.6918598413467407,0.0,0.6918598413467407,0.8888735175132751,0.8241828680038452,0.5183143019676208,3.566887140274048,0.9596078395843506,0.948003351688385,0.9596078395843506,0.6918598413467407,0.6697311401367188,0.948003351688385
confidence_1LFD_model_42,0.8294515609741211,0.8128340840339661,0.5858345627784729,0.0,0.5858345627784729,0.8903557658195496,0.8262814283370972,0.5795697569847107,5.293929576873779,0.9587335586547852,0.9476202726364136,0.9587335586547852,0.5858345627784729,0.5287868976593018,0.9476202726364136
confidence_1LFD_model_35,0.8374895453453064,0.8423941135406494,0.6474483609199524,0.0,0.6474483609199524,0.8849997520446777,0.7935002446174622,0.5247780084609985,4.033873081207275,0.9546518921852112,0.9534189105033875,0.9546518921852112,0.6474483609199524,0.5906808376312256,0.9534189105033875
confidence_1LFD_model_26,0.8454923629760742,0.8311038613319397,0.6374986171722412,0.0,0.6374986171722412,0.8974907994270325,0.8279358744621277,0.5550293922424316,4.213406562805176,0.9517726302146912,0.9460058808326721,0.9517726302146912,0.6374986171722412,0.5871816277503967,0.9460058808326721
confidence_1LFD_model_12,0.8581542372703552,0.8709412813186646,0.7174473404884338,0.0,0.7174473404884338,0.8933308720588684,0.8131053447723389,0.45127806067466736,2.7599847316741943,0.9628667831420898,0.9586808681488037,0.9628667831420898,0.7174473404884338,0.6919685006141663,0.9586808681488037
confidence_1LFD_model_13,0.8573246002197266,0.8575003743171692,0.6991994380950928,0.0,0.6991994380950928,0.8968558311462402,0.8292247653007507,0.5103028416633606,3.4315967559814453,0.9563938975334167,0.9506775736808777,0.9563938975334167,0.6991994380950928,0.654397189617157,0.9506775736808777
confidence_1LFD_model_4,0.8658437728881836,0.8693868517875671,0.7297782897949219,0.0,0.7297782897949219,0.8998602032661438,0.8527287840843201,0.49407705664634705,3.120070457458496,0.9558807611465454,0.9525551795959473,0.9558807611465454,0.7297782897949219,0.6815053224563599,0.9525551795959473
confidence_1LFD_model_46,0.8246198892593384,0.8175430297851562,0.5934176445007324,0.0,0.5934176445007324,0.8824204802513123,0.8078535795211792,0.5923042297363281,5.1686577796936035,0.9518883228302002,0.9458652138710022,0.9518883228302002,0.5934176445007324,0.5455659031867981,0.9458652138710022
confidence_1LFD_model_25,0.8489082455635071,0.8520126342773438,0.6885395646095276,0.0,0.6885395646095276,0.889000415802002,0.8184358477592468,0.5002301335334778,3.3755691051483154,0.9603404402732849,0.9500309824943542,0.9603404402732849,0.6885395646095276,0.6502424478530884,0.9500309824943542
confidence_1LFD_model_8,0.8624521493911743,0.8615357875823975,0.7117742896080017,0.0,0.7117742896080017,0.9001215696334839,0.8469936847686768,0.5210711359977722,3.3582756519317627,0.9545666575431824,0.9487982988357544,0.9545666575431824,0.7117742896080017,0.6655783653259277,0.9487982988357544
confidence_1LFD_model_49,0.8032191395759583,0.7678921818733215,0.4603723883628845,0.0,0.4603723883628845,0.8889307975769043,0.8147420287132263,0.61783766746521,5.79019832611084,0.9559699892997742,0.9439582824707031,0.9559699892997742,0.4603723883628845,0.4249655306339264,0.9439582824707031
confidence_1LFD_model_17,0.8527299165725708,0.8426110744476318,0.6545003652572632,0.0,0.6545003652572632,0.9022872447967529,0.8280072212219238,0.529006838798523,3.597669839859009,0.9507941603660583,0.9510424733161926,0.9507941603660583,0.6545003652572632,0.5948325991630554,0.9510424733161926
confidence_1LFD_model_45,0.8260309100151062,0.8196458220481873,0.6076220870018005,0.0,0.6076220870018005,0.8806331753730774,0.7975993752479553,0.543906569480896,4.262768268585205,0.9635368585586548,0.9463862776756287,0.9635368585586548,0.6076220870018005,0.5562697649002075,0.9463862776756287
confidence_1LFD_model_24,0.8490430116653442,0.8415627479553223,0.6511710286140442,0.0,0.6511710286140442,0.8985109925270081,0.8175554871559143,0.5294373035430908,3.671095848083496,0.9538835287094116,0.9498514533042908,0.9538835287094116,0.6511710286140442,0.6126386523246765,0.9498514533042908
confidence_1LFD_model_29,0.844345211982727,0.8479064702987671,0.6791478991508484,0.0,0.6791478991508484,0.8856444954872131,0.834869384765625,0.566346287727356,4.64336633682251,0.9542233943939209,0.945894718170166,0.9542233943939209,0.6791478991508484,0.6492413878440857,0.945894718170166
confidence_1LFD_model_14,0.8552848100662231,0.8506150841712952,0.685867428779602,0.0,0.685867428779602,0.8976391553878784,0.8349218368530273,0.5351701378822327,3.9261341094970703,0.956081211566925,0.9483718276023865,0.956081211566925,0.685867428779602,0.643390417098999,0.9483718276023865
confidence_1LFD_model_37,0.8353137373924255,0.8277184963226318,0.6203460097312927,0.0,0.6203460097312927,0.8890556693077087,0.8370252251625061,0.6130986213684082,5.424503803253174,0.9486746788024902,0.9459584951400757,0.9486746788024902,0.6203460097312927,0.5763362050056458,0.9459584951400757
confidence_1LFD_model_34,0.838394284248352,0.8315310478210449,0.6355080604553223,0.0,0.6355080604553223,0.8891158103942871,0.811292290687561,0.532744288444519,3.9666521549224854,0.9561096429824829,0.9491745233535767,0.9561096429824829,0.6355080604553223,0.5953682065010071,0.9491745233535767
confidence_1LFD_model_31,0.8398834466934204,0.8275607824325562,0.6259501576423645,0.0,0.6259501576423645,0.8933666944503784,0.8125666975975037,0.5608454346656799,4.1887640953063965,0.956719696521759,0.9446693062782288,0.956719696521759,0.6259501576423645,0.5751080513000488,0.9446693062782288
confidence_1LFD_model_47,0.8230442404747009,0.8107991814613342,0.5748018622398376,0.0,0.5748018622398376,0.885104775428772,0.8178638815879822,0.5980250239372253,5.1246256828308105,0.9452098608016968,0.9474395513534546,0.9452098608016968,0.5748018622398376,0.5324262976646423,0.9474395513534546
confidence_1LFD_model_41,0.8310734033584595,0.808858335018158,0.5842471122741699,0.0,0.5842471122741699,0.8927798867225647,0.8104055523872375,0.6111671924591064,4.851737976074219,0.9516124129295349,0.9397447109222412,0.9516124129295349,0.5842471122741699,0.5445813536643982,0.9397447109222412
confidence_1LFD_model_7,0.8634111285209656,0.8786945939064026,0.7520626187324524,0.0,0.7520626187324524,0.8912482261657715,0.8285642862319946,0.4679923951625824,2.8919293880462646,0.9570038914680481,0.957574188709259,0.9570038914680481,0.7520626187324524,0.6919550895690918,0.957574188709259
confidence_1LFD_model_27,0.8449482321739197,0.852300763130188,0.6768879294395447,0.0,0.6768879294395447,0.8869632482528687,0.8094045519828796,0.49827292561531067,3.583127737045288,0.9579513669013977,0.9539061784744263,0.9579513669013977,0.6768879294395447,0.6229428648948669,0.9539061784744263
confidence_1LFD_model_38,0.8348579406738281,0.8418250679969788,0.6463121771812439,0.0,0.6463121771812439,0.881994366645813,0.7977902889251709,0.5130841732025146,4.032280921936035,0.9586061239242554,0.9542583227157593,0.9586061239242554,0.6463121771812439,0.6140028238296509,0.9542583227157593
confidence_1LFD_model_18,0.8520671129226685,0.8573980927467346,0.6901957392692566,0.0,0.6901957392692566,0.8925349116325378,0.8115487694740295,0.4847368896007538,3.2501943111419678,0.9598221182823181,0.9543445706367493,0.9598221182823181,0.6901957392692566,0.6480280756950378,0.9543445706367493
confidence_1LFD_model_48,0.8208174109458923,0.7949364185333252,0.5507797002792358,0.0,0.5507797002792358,0.8883267641067505,0.8121419548988342,0.6322106719017029,5.667541027069092,0.9506058096885681,0.9406979084014893,0.9506058096885681,0.5507797002792358,0.4905184805393219,0.9406979084014893
confidence_1LFD_model_30,0.8432227373123169,0.8351765871047974,0.6402389407157898,0.0,0.6402389407157898,0.8939687013626099,0.8170948624610901,0.5492056012153625,4.228091716766357,0.9586308598518372,0.946996808052063,0.9586308598518372,0.6402389407157898,0.5924303531646729,0.946996808052063
confidence_1LFD_model_20,0.850838840007782,0.8569484949111938,0.6838757991790771,0.0,0.6838757991790771,0.8925795555114746,0.8225199580192566,0.4856395125389099,3.6603434085845947,0.964428722858429,0.9572245478630066,0.964428722858429,0.6838757991790771,0.6423525810241699,0.9572245478630066
confidence_1LFD_model_23,0.8493300676345825,0.8433229923248291,0.6601044535636902,0.0,0.6601044535636902,0.896636426448822,0.8532909750938416,0.5871884226799011,5.223621845245361,0.9547087550163269,0.9478120803833008,0.9547087550163269,0.6601044535636902,0.6172682046890259,0.9478120803833008
confidence_1LFD_model_9,0.8616856932640076,0.8570061326026917,0.6963825821876526,0.0,0.6963825821876526,0.9030114412307739,0.8477191925048828,0.5047364234924316,3.4645397663116455,0.9562564492225647,0.9527639150619507,0.9562564492225647,0.6963825821876526,0.6473833918571472,0.9527639150619507
confidence_1LFD_model_16,0.8532367944717407,0.8524889945983887,0.6679709553718567,0.0,0.6679709553718567,0.8995531797409058,0.8214473724365234,0.49662724137306213,3.503551721572876,0.9583361744880676,0.9563652873039246,0.9583361744880676,0.6679709553718567,0.6202219128608704,0.9563652873039246
confidence_1LFD_model_0,0.8854110836982727,0.8989556431770325,0.7985679507255554,0.0,0.7985679507255554,0.9071218967437744,0.8649112582206726,0.42878037691116333,2.017298936843872,0.9615010023117065,0.9581189751625061,0.9615010023117065,0.7985679507255554,0.7706514596939087,0.9581189751625061
confidence_1LFD_model_32,0.8396248817443848,0.8306443095207214,0.6492305397987366,0.0,0.6492305397987366,0.8872234225273132,0.831998348236084,0.597305178642273,5.279901027679443,0.9539096355438232,0.9419431090354919,0.9539096355438232,0.6492305397987366,0.6160603761672974,0.9419431090354919
